Approved Symbol	Approved Name	Previous Symbols	Previous Name	Synonyms	Chromosome	Gene Family ID
SLC45A2	solute carrier family 45 member 2	MATP	"membrane associated transporter, ""solute carrier family 45, member 2"""	AIM-1, OCA4	5p13.2	752
SLC45A3	solute carrier family 45 member 3	PCANAP6, PCANAP2, PCANAP8	"prostate cancer associated protein 6, ""prostate cancer associated protein 2"", ""prostate cancer associated protein 8"", ""solute carrier family 45, member 3"""	IPCA-6, prostein, IPCA-2, IPCA-8	1q32.1	752
SLC45A4	solute carrier family 45 member 4		solute carrier family 45, member 4	KIAA1126	8q24.3	752
SLC46A1	solute carrier family 46 member 1		"solute carrier family 46, member 1, ""solute carrier family 46 (folate transporter), member 1"""	HCP1, MGC9564, PCFT	17q11.2	752
SLC46A2	solute carrier family 46 member 2	TSCOT	"thymic stromal co-transporter, ""solute carrier family 46, member 2"""	Ly110	9q32	752
SLC46A3	solute carrier family 46 member 3		solute carrier family 46, member 3	DKFZp686A1775, FLJ42613	13q12.3	752
SLC47A1	solute carrier family 47 member 1		solute carrier family 47 (multidrug and toxin extrusion), member 1	FLJ10847, MATE1	17p11.2	752
SLC47A2	solute carrier family 47 member 2		solute carrier family 47 (multidrug and toxin extrusion), member 2	FLJ31196, MATE2, MATE2-K	17p11.2	752
SLC48A1	solute carrier family 48 member 1		solute carrier family 48 (heme transporter), member 1	FLJ20489, hHRG-1, HRG1	12q13.11	752
SLC50A1	solute carrier family 50 member 1	RAG1AP1	"recombination activating gene 1 activating protein 1, ""solute carrier family 50 (sugar efflux transporter), member 1"""	SCP, RP11-540D14.5, slv, RZPDo834D038D, HsSWEET1, SWEET1	1q22	752
SLC51A	solute carrier family 51 alpha subunit		solute carrier family 51, alpha subunit	OSTalpha	3q29	752
SLC51B	solute carrier family 51 beta subunit		solute carrier family 51, beta subunit	OSTbeta	15q22.31	752
SLC52A1	solute carrier family 52 member 1	GPR172B	"G protein-coupled receptor 172B, ""solute carrier family 52 (riboflavin transporter), member 1"""	FLJ10060, GPCR42, PAR2, hRFT1, RFVT1	17p13.2	752
SLC52A2	solute carrier family 52 member 2	GPR172A	"G protein-coupled receptor 172A, ""solute carrier family 52 (riboflavin transporter), member 2"""	FLJ11856, PAR1, GPCR41, D15Ertd747e, RFVT2, hRFT3	8q24.3	752
SLC52A3	solute carrier family 52 member 3	C20orf54	"chromosome 20 open reading frame 54, ""solute carrier family 52 (riboflavin transporter), member 3"""	bA371L19.1, hRFT2, RFVT3	20p13	752
SLCO1A2	solute carrier organic anion transporter family member 1A2	SLC21A3	"solute carrier family 21 (organic anion transporter), member 3, ""solute carrier organic anion transporter family, member 1A2"""	OATP, OATP1A2, OATP-A	12p12.1	752
SLCO1B1	solute carrier organic anion transporter family member 1B1	SLC21A6	"solute carrier family 21 (organic anion transporter), member 6, ""solute carrier organic anion transporter family, member 1B1"""	OATP-C, LST-1, OATP1B1	12p12.1	752
SLCO1B3	solute carrier organic anion transporter family member 1B3	SLC21A8	"solute carrier family 21 (organic anion transporter), member 8, ""solute carrier organic anion transporter family, member 1B3"""	OATP8, OATP1B3	12p12.2	752
SLCO1B7	solute carrier organic anion transporter family member 1B7 (putative)		"solute carrier organic anion transporter family, member 1B7 (non-functional), ""solute carrier organic anion transporter family member 1B7 (non-functional)"""	LST3, SLC21A21	12p12.2	752
SLCO1C1	solute carrier organic anion transporter family member 1C1	SLC21A14	"solute carrier family 21 (organic anion transporter), member 14, ""solute carrier organic anion transporter family, member 1C1"""	OATP-F, OATP1C1, OATP1	12p12.2	752
SLCO2A1	solute carrier organic anion transporter family member 2A1	SLC21A2, MATR1	"solute carrier family 21 (prostaglandin transporter), member 2, ""matrin F/G 1"", ""solute carrier organic anion transporter family, member 2A1"""	PGT, OATP2A1	3q22.1-q22.2	752
SLCO2B1	solute carrier organic anion transporter family member 2B1	SLC21A9	"solute carrier family 21 (organic anion transporter), member 9, ""solute carrier organic anion transporter family, member 2B1"""	OATP-B, OATP2B1	11q13	752
SLCO3A1	solute carrier organic anion transporter family member 3A1	SLC21A11	"solute carrier family 21 (organic anion transporter), member 11, ""solute carrier organic anion transporter family, member 3A1"""	OATP-D, OATP3A1	15q26.1	752
SLCO4A1	solute carrier organic anion transporter family member 4A1	SLC21A12	"solute carrier family 21 (organic anion transporter), member 12, ""solute carrier organic anion transporter family, member 4A1"""	OATP-E, OATP4A1	20q13.33	752
SLCO4C1	solute carrier organic anion transporter family member 4C1		solute carrier organic anion transporter family, member 4C1	SLC21A20, OATP4C1, OATPX, OATP-H	5q21.1	752
SLCO5A1	solute carrier organic anion transporter family member 5A1	SLC21A15	"solute carrier family 21 (organic anion transporter), member 15, ""solute carrier organic anion transporter family, member 5A1"""	OATPRP4, OATP-J, OATP5A1	8q13.3	752
SLCO6A1	solute carrier organic anion transporter family member 6A1		solute carrier organic anion transporter family, member 6A1	OATP6A1, OATPY, MGC26949, CT48	5q21.1	752
SLF1	SMC5-SMC6 complex localization factor 1	BRCTD1, ANKRD32	"BRCT domain containing 1, ""ankyrin repeat domain 32"""	DKFZp761C121, DKFZp564C0469, BRCTx	5q15	403
SLF2	SMC5-SMC6 complex localization factor 2	C10orf6, FAM178A	"chromosome 10 open reading frame 6, ""family with sequence similarity 178, member A"""	FLJ10512, FLJ25012	10q24.31	
SLFN5	schlafen family member 5			MGC19764	17q12	1110
SLFN11	schlafen family member 11			FLJ34922	17q12	1110
SLFN12	schlafen family member 12			FLJ10260	17q12	1110
SLFN12L	schlafen family member 12 like		schlafen family member 12-like		17q12	1110
SLFN13	schlafen family member 13			FLJ31952	17q12	1110
SLFN14	schlafen family member 14				17q12	1110
SLFNL1	schlafen like 1		schlafen-like 1	FLJ23878	1p34.2	1110
SLIRP	SRA stem-loop interacting RNA binding protein	C14orf156	chromosome 14 open reading frame 156	DC50	14q24.3	725
SLIT1	slit guidance ligand 1	SLIL1	"slit (Drosophila) homolog 1, ""slit homolog 1 (Drosophila)"""	slit1, MEGF4, Slit-1, SLIT3	10q24.1	
SLIT2	slit guidance ligand 2	SLIL3	"slit (Drosophila) homolog 2, ""slit homolog 2 (Drosophila)"""	Slit-2	4p15.31	
SLIT3	slit guidance ligand 3	SLIL2	"slit (Drosophila) homolog 3, ""slit homolog 3 (Drosophila)"""	slit2, MEGF5, SLIT1, Slit-3	5q34-q35.1	
SLITRK1	SLIT and NTRK like family member 1	LRRC12	"leucine rich repeat containing 12, ""SLIT and NTRK-like family, member 1"""	KIAA1910	13q31.1	
SLITRK2	SLIT and NTRK like family member 2	SLITL1	"slit-like 1 (Drosophila), ""SLIT and NTRK-like family, member 2"""	KIAA1854, CXorf2	Xq27.3	
SLITRK3	SLIT and NTRK like family member 3		SLIT and NTRK-like family, member 3	KIAA0848	3q26.1	
SLITRK4	SLIT and NTRK like family member 4		SLIT and NTRK-like family, member 4	DKFZp547M2010	Xq27.3	
SLITRK5	SLIT and NTRK like family member 5	LRRC11	"leucine rich repeat containing 11, ""SLIT and NTRK-like family, member 5"""	bA364G4.2, KIAA0918	13q31.2	
SLITRK6	SLIT and NTRK like family member 6		SLIT and NTRK-like family, member 6	FLJ22774	13q31.1	
SLK	STE20 like kinase		"SNF1 (sucrose nonfermenting, yeast, homolog)-like kinase, SNF1 sucrose nonfermenting like kinase (yeast), ""STE20-like kinase (yeast)"", ""STE20-like kinase"""	STK2, se20-9, KIAA0204	10q24.33-q25.1	
SLMAP	sarcolemma associated protein			SLAP, KIAA1601	3p14.3	1371
SLN	sarcolipin			MGC12301, MGC125854, MGC125855	11q22.3	
SLPI	secretory leukocyte peptidase inhibitor		secretory leukocyte protease inhibitor (antileukoproteinase)	HUSI-I, ALK1, ALP, BLPI, HUSI, WAP4, WFDC4	20q13.12	361
SLTM	SAFB like transcription modulator			Met, FLJ13213	15q22.1	725
SLU7	SLU7 homolog, splicing factor		SLU7 splicing factor homolog (S. cerevisiae)	9G8	5q33.3	
SLURP1	secreted LY6/PLAUR domain containing 1			ARS, ANUP, MDM, ArsB, LY6LS	8q24.3	1226
SLURP2	secreted LY6/PLAUR domain containing 2				8q24.3	1226
SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	GIYD1	"GIY-YIG domain containing 1, ""SLX1 structure-specific endonuclease subunit homolog A (S. cerevisiae)"""		16p11.2	
SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	GIYD2	"GIY-YIG domain containing 2, ""SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)"""	MGC5178	16p11.2	
SLX4	SLX4 structure-specific endonuclease subunit	BTBD12	"BTB (POZ) domain containing 12, ""SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)"""	KIAA1784, KIAA1987, FANCP	16p13.3	861|548
SLX4IP	SLX4 interacting protein	C20orf94	chromosome 20 open reading frame 94	dJ1099D15.3	20p12.2	
SMAD1	SMAD family member 1	MADH1	"MAD, mothers against decapentaplegic homolog 1 (Drosophila), ""SMAD, mothers against DPP homolog 1 (Drosophila)"""	MADR1, JV4-1	4q31.21	750
SMAD2	SMAD family member 2	MADH2	"MAD, mothers against decapentaplegic homolog 2 (Drosophila), ""SMAD, mothers against DPP homolog 2 (Drosophila)"""	MADR2, JV18-1	18q21.1	750
SMAD3	SMAD family member 3	MADH3	"MAD, mothers against decapentaplegic homolog 3 (Drosophila), ""SMAD, mothers against DPP homolog 3 (Drosophila)"""	JV15-2, HsT17436	15q22.33	750
SMAD4	SMAD family member 4	MADH4	"MAD, mothers against decapentaplegic homolog 4 (Drosophila), ""SMAD, mothers against DPP homolog 4 (Drosophila)"""	DPC4	18q21.2	750
SMAD5	SMAD family member 5	MADH5	"MAD, mothers against decapentaplegic homolog 5 (Drosophila), ""SMAD, mothers against DPP homolog 5 (Drosophila)"""	Dwfc, JV5-1	5q31.1	750
SMAD6	SMAD family member 6	MADH7, MADH6	"MAD, mothers against decapentaplegic homolog 6 (Drosophila), ""SMAD, mothers against DPP homolog 6 (Drosophila)"""	HsT17432	15q22.31	750
SMAD7	SMAD family member 7	MADH8, MADH7	"MAD, mothers against decapentaplegic homolog 7 (Drosophila), ""SMAD, mothers against DPP homolog 7 (Drosophila)"""		18q21.1	750
SMAD9	SMAD family member 9	MADH6, MADH9	"MAD, mothers against decapentaplegic homolog 9 (Drosophila), ""SMAD, mothers against DPP homolog 9 (Drosophila)"""	SMAD8, SMAD8/9	13q13.3	750
SMAGP	small cell adhesion glycoprotein			MGC149453, MGC149454, hSMAGP	12q13.13	
SMAP1	small ArfGAP 1		"stromal membrane-associated protein 1, ""stromal membrane-associated GTPase-activating protein 1"""	FLJ13159, SMAP-1	6q13	395
SMAP2	small ArfGAP2	SMAP1L	"stromal membrane-associated protein 1-like, ""stromal membrane-associated GTPase-activating protein 2"""		1p34.2	395
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	SNF2L1, SNF2L		SNF2LB, NURF140, ISWI, SWI, hSNF2L	Xq25-q26.1	532
SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SNF2L2		BAF190, hSNF2a, hBRM, Sth1p, SNF2LA, BRM, SNF2, SWI2	9p24.3	
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SNF2L4		hSNF2b, BRG1, BAF190, SNF2, SWI2, SNF2-BETA, SNF2LB, FLJ39786	19p13.2	
SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5			hSNF2H, hISWI, ISWI	4q31.21	532
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1			ETL1, DKFZP762K2015, KIAA1122, DKFZp762K2015	4q22.3	
SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1			HHARP, HARP	2q35	
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	SNF5L1		BAF47, Ini1, Snr1, hSNFS, Sfh1p, RDT, PPP1R144	22q11.23	694
SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1		SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	BAF155, SRG3, Rsc8, CRACC1	3p21.31	532
SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2		SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	BAF170, Rsc8, CRACC2	12q13.2	532
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1			BAF60A, Rsc6p, CRACD1	12q13.12	
SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2			BAF60B, Rsc6p, CRACD2, PRO2451	17q23.3	
SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3			BAF60C, Rsc6p, CRACD3	7q36.1	
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1			BAF57	17q21.2	
SMC1A	structural maintenance of chromosomes 1A	SMC1L1	"SMC1 (structural maintenance of chromosomes 1, yeast)-like 1, ""SMC1 structural maintenance of chromosomes 1-like 1 (yeast)"""	DXS423E, KIAA0178, SB1.8, Smcb	Xp11.22	761|1060
SMC1B	structural maintenance of chromosomes 1B	SMC1L2	"SMC1 (structural maintenance of chromosomes 1, yeast)-like 1, ""SMC1 structural maintenance of chromosomes 1-like 2 (yeast)"""	bK268H5	22q13.31	761|1060
SMC2	structural maintenance of chromosomes 2	SMC2L1	"SMC2 (structural maintenance of chromosomes 2, yeast)-like 1, ""SMC2 structural maintenance of chromosomes 2-like 1 (yeast)"""	hCAP-E, CAP-E	9q31.1	761|1453
SMC3	structural maintenance of chromosomes 3	CSPG6	chondroitin sulfate proteoglycan 6 (bamacan)	HCAP, BAM, SMC3L1, bamacan	10q25.2	570|761|1060
SMC4	structural maintenance of chromosomes 4	SMC4L1	"SMC4 (structural maintenance of chromosomes 4, yeast)-like 1, ""SMC4 structural maintenance of chromosomes 4-like 1 (yeast)"""	hCAP-C, CAP-C	3q25.33	761|1453
SMC5	structural maintenance of chromosomes 5	SMC5L1	SMC5 structural maintenance of chromosomes 5-like 1 (yeast)	KIAA0594	9q21.12	761|1034
SMC6	structural maintenance of chromosomes 6	SMC6L1	SMC6 structural maintenance of chromosomes 6-like 1 (yeast)	FLJ22116	2p24.2	761|1034
SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1			KIAA0650, FSHD2	18p11.32	
SMCO1	single-pass membrane protein with coiled-coil domains 1	C3orf43	chromosome 3 open reading frame 43	FLJ41923, DKFZp313B0440	3q29	
SMCO2	single-pass membrane protein with coiled-coil domains 2	C12orf70	chromosome 12 open reading frame 70	LOC341346	12p11.23	
SMCO3	single-pass membrane protein with coiled-coil domains 3	C12orf69	chromosome 12 open reading frame 69	LOC440087	12p12.3	
SMCO4	single-pass membrane protein with coiled-coil domains 4	C11orf75	chromosome 11 open reading frame 75	FN5	11q21	
SMCP	sperm mitochondria associated cysteine rich protein	MCSP	"mitochondrial capsule selenoprotein, ""sperm mitochondria-associated cysteine-rich protein"""		1q21.3	
SMCR8	Smith-Magenis syndrome chromosome region, candidate 8			FLJ34716	17p11.2	504
SMDT1	single-pass membrane protein with aspartate rich tail 1	C22orf32	chromosome 22 open reading frame 32	dJ186O1.1, DDDD, EMRE	22q13.2	
SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase		"smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans), ""SMG1 phosphatidylinositol 3-kinase-related kinase"""	LIP, KIAA0421, ATX	16p12.3	
SMG5	SMG5, nonsense mediated mRNA decay factor		smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	KIAA1089, LPTS-RP1, LPTSRP1, RP11-54H19.7, SMG-5, EST1B	1q22	
SMG6	SMG6, nonsense mediated mRNA decay factor	C17orf31	"chromosome 17 open reading frame 31, ""smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)"", ""SMG6 nonsense mediated mRNA decay factor"""	KIAA0732, SMG-6, EST1A	17p13.3	
SMG7	SMG7, nonsense mediated mRNA decay factor	C1orf16	"chromosome 1 open reading frame 16, ""smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)"""	KIAA0250, EST1C, SGA56M, SMG-7	1q25.3	
SMG8	SMG8, nonsense mediated mRNA decay factor	C17orf71	"chromosome 17 open reading frame 71, ""smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)"""	FLJ10587, FLJ23205	17q23.2	
SMG9	SMG9, nonsense mediated mRNA decay factor	C19orf61	"chromosome 19 open reading frame 61, ""smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)"""	FLJ12886	19q13.31	
